New Rank,Previous Rank,Name,Company,Category,Link,Reason,Date stamp
317,373,Teach Your Monster to Read,Teach Monster Games,IOS Paid,https://www.appannie.com/apps/ios/app/teach-your-monster-to-read/details/,Rank gainer,2020-06-29 18:56:39
318,415,Toca Boo,Toca Boca,IOS Paid,https://www.appannie.com/apps/ios/app/toca-boo/details/,Rank gainer,2020-06-29 18:56:40
323,390,Castlevania: SotN,KONAMI,IOS Paid,https://www.appannie.com/apps/ios/app/e682aae9ad94e59f8ee38389e383a9e382ade383a5e383a9x-e69c88e4b88be381aee5a49ce683b3e69bb2/details/,Rank gainer,2020-06-29 18:56:42
324,375,Dead Cells,Playdigious,IOS Paid,https://www.appannie.com/apps/ios/app/dead-cells/details/,Rank gainer,2020-06-29 18:56:43
326,380,CamScanner + | OCR Scanner,Linguan Data,IOS Paid,https://www.appannie.com/apps/ios/app/camscanner-pdf-document/details/,Rank gainer,2020-06-29 18:56:45
329,342,Toca Pet Doctor,Toca Boca,IOS Paid,https://www.appannie.com/apps/ios/app/toca-pet-doctor/details/,Rank gainer,2020-06-29 18:56:46
330,446,Toca Life: Farm,Toca Boca,IOS Paid,https://www.appannie.com/apps/ios/app/1156121311/details/,Rank gainer,2020-06-29 18:56:48
331,363,Streaks Workout,Crunchy Bagel,IOS Paid,https://www.appannie.com/apps/ios/app/streaks-workout/details/,Rank gainer,2020-06-29 18:56:49
332,372,DEEMO,Rayark,IOS Paid,https://www.appannie.com/apps/ios/app/deemo/details/,Rank gainer,2020-06-29 18:56:50
336,418,ibis Paint,ibis,IOS Paid,https://www.appannie.com/apps/ios/app/ibis-paint-anime-manga-sketch/details/,Rank gainer,2020-06-29 18:56:52
337,448,Insaniquarium! Deluxe,Bringlife,IOS Paid,https://www.appannie.com/apps/ios/app/insaniquarium-deluxe/details/,Rank gainer,2020-06-29 18:56:53
340,404,Muse Dash,X.D. Network,IOS Paid,https://www.appannie.com/apps/ios/app/muse-dash/details/,Rank gainer,2020-06-29 18:56:55
343,419,Plug for Terraria,Innovative Developers,IOS Paid,https://www.appannie.com/apps/ios/app/plug-for-terraria/details/,Rank gainer,2020-06-29 18:56:56
345,365,GPS Tracks,DMorneault,IOS Paid,https://www.appannie.com/apps/ios/app/gps-tracks/details/,Rank gainer,2020-06-29 18:56:57
348,444,California Firearms Test,AlphaSquare Technologies Inc.,IOS Paid,https://www.appannie.com/apps/ios/app/california-firearms-test/details/,Rank gainer,2020-06-29 18:56:59
355,374,Rusty Lake Hotel,LoyaltyGame,IOS Paid,https://www.appannie.com/apps/ios/app/rusty-lake-hotel/details/,Rank gainer,2020-06-29 18:57:00
375,453,ProCamera.,Cocologics,IOS Paid,https://www.appannie.com/apps/ios/app/procamera-8-hdr/details/,Rank gainer,2020-06-29 18:57:02
378,427,Photo Scanner Plus,Photomyne,IOS Paid,https://www.appannie.com/apps/ios/app/photomyne/details/,Rank gainer,2020-06-29 18:57:03
396,430,Ghost Hunter M2,Jedasoft,IOS Paid,https://www.appannie.com/apps/ios/app/ghost-hunter-m2/details/,Rank gainer,2020-06-29 18:57:05
412,439,Nautical Charts & Maps,LW Brands,IOS Paid,https://www.appannie.com/apps/ios/app/nautical-charts-maps/details/,Rank gainer,2020-06-29 18:57:06
422,462,SIMULACRA,Kaigan Games OÜ,IOS Paid,https://www.appannie.com/apps/ios/app/simulacra/details/,Rank gainer,2020-06-29 18:57:08
433,451,Coolors,Coolors srl,IOS Paid,https://www.appannie.com/apps/ios/app/coolors/details/,Rank gainer,2020-06-29 18:57:09
438,474,mySymptoms Food Diary,SkyGazer,IOS Paid,https://www.appannie.com/apps/ios/app/mysymptoms-food-symptom-tracker/details/,Rank gainer,2020-06-29 18:57:11
457,471,Oh She Glows,Oh She Glows,IOS Paid,https://www.appannie.com/apps/ios/app/oh-she-glows-healthy-plant-based-recipes/details/,Rank gainer,2020-06-29 18:57:12
465,482,Vocabulary.com,Vocabulary,IOS Paid,https://www.appannie.com/apps/ios/app/vocabulary.com/details/,Rank gainer,2020-06-29 18:57:14
466,495,Brushstroke,Code Organa,IOS Paid,https://www.appannie.com/apps/ios/app/brushstroke/details/,Rank gainer,2020-06-29 18:57:15
1,58,Minecraft,Mojang,IOS Grossing,https://www.appannie.com/apps/ios/app/minecraft-pocket-edition/details/,Rank gainer,2020-06-29 18:57:16
2,364,Bloons TD 6,Ninja Kiwi,IOS Grossing,https://www.appannie.com/apps/ios/app/bloons-td-6/details/,Rank gainer,2020-06-29 18:57:18
29,64,RAID: Shadow Legends,Plarium,IOS Grossing,https://www.appannie.com/apps/ios/app/raid-shadow-legends/details/,Rank gainer,2020-06-29 18:57:19
30,49,Jackpot Party - Casino Slots,Williams Interactive,IOS Grossing,https://www.appannie.com/apps/ios/app/jackpot-party-casino-slots/details/,Rank gainer,2020-06-29 18:57:21
31,56,Empires & Puzzles Epic Match 3,Small Giant Games,IOS Grossing,https://www.appannie.com/apps/ios/app/1117841866/details/,Rank gainer,2020-06-29 18:57:22
33,45,Merge Dragons!,Gram Games,IOS Grossing,https://www.appannie.com/apps/ios/app/merge-dragons/details/,Rank gainer,2020-06-29 18:57:24
35,84,Klondike Adventures,Vizor,IOS Grossing,https://www.appannie.com/apps/ios/app/klondike-adventures/details/,Rank gainer,2020-06-29 18:57:25
37,62,Marvel Contest of Champions,Kabam,IOS Grossing,https://www.appannie.com/apps/ios/app/marvel-contest-of-champions/details/,Rank gainer,2020-06-29 18:57:27
44,68,Clash Royale,Supercell,IOS Grossing,https://www.appannie.com/apps/ios/app/clash-royale/details/,Rank gainer,2020-06-29 18:57:28
54,80,Golf Clash,Playdemic,IOS Grossing,https://www.appannie.com/apps/ios/app/golf-king/details/,Rank gainer,2020-06-29 18:57:29
56,76,Kim Kardashian: Hollywood,Glu,IOS Grossing,https://www.appannie.com/apps/ios/app/kim-kardashian-hollywood/details/,Rank gainer,2020-06-29 18:57:31
59,95,Township,Playrix,IOS Grossing,https://www.appannie.com/apps/ios/app/township/details/,Rank gainer,2020-06-29 18:57:32
61,78,Match™ - #1 Dating App,Match Group,IOS Grossing,https://www.appannie.com/apps/ios/app/match-dating-app-to-flirt/details/,Rank gainer,2020-06-29 18:57:34
64,75,MLB Tap Sports Baseball 2020,Glu,IOS Grossing,https://www.appannie.com/apps/ios/app/mlb-tap-sports-baseball-2020/details/,Rank gainer,2020-06-29 18:57:36
68,93,Wordscapes,PeopleFun,IOS Grossing,https://www.appannie.com/apps/ios/app/wordscapes/details/,Rank gainer,2020-06-29 18:57:37
69,89,CSR Racing 2 - #1 Racing Games,NaturalMotion,IOS Grossing,https://www.appannie.com/apps/ios/app/887947640/details/,Rank gainer,2020-06-29 18:57:39
70,94,Crunchyroll,Ellation,IOS Grossing,https://www.appannie.com/apps/ios/app/crunchyroll-watch-anime-drama/details/,Rank gainer,2020-06-29 18:57:40
77,120,Summoners War,Com2uS,IOS Grossing,https://www.appannie.com/apps/ios/app/summoners-war/details/,Rank gainer,2020-06-29 18:57:42
93,127,ESPN: Live Sports & Scores,ESPN,IOS Grossing,https://www.appannie.com/apps/ios/app/espn/details/,Rank gainer,2020-06-29 18:57:43
103,115,Wizard of Oz: Casino Slots,Zynga,IOS Grossing,https://www.appannie.com/apps/ios/app/wizard-of-oz-slots-free-casino/details/,Rank gainer,2020-06-29 18:57:44
108,118,Harry Potter: Hogwarts Mystery,Jam City,IOS Grossing,https://www.appannie.com/apps/ios/app/harry-potter-hogwarts-mystery/details/,Rank gainer,2020-06-29 18:57:46
109,131,STARZ,Starz Entertainment,IOS Grossing,https://www.appannie.com/apps/ios/app/starz-play/details/,Rank gainer,2020-06-29 18:57:47
110,207,Fate/Grand Order (English),Aniplex,IOS Grossing,https://www.appannie.com/apps/ios/app/fategrand-order-english/details/,Rank gainer,2020-06-29 18:57:49
112,157,Final Fantasy XV: A New Empire,Epic Action,IOS Grossing,https://www.appannie.com/apps/ios/app/final-fantasy-xv-a-new-empire/details/,Rank gainer,2020-06-29 18:57:50
114,124,Duolingo - Language Lessons,Duolingo,IOS Grossing,https://www.appannie.com/apps/ios/app/duolingo-learn-languages-for/details/,Rank gainer,2020-06-29 18:57:51
115,133,Life360: Find Family & Friends,Life360,IOS Grossing,https://www.appannie.com/apps/ios/app/life360-family-locator-messaging/details/,Rank gainer,2020-06-29 18:57:53
118,182,Game of Thrones Slots Casino,Zynga,IOS Grossing,https://www.appannie.com/apps/ios/app/game-of-thrones-slots-casino/details/,Rank gainer,2020-06-29 18:57:54
124,165,Fishing Clash,Ten Square Games,IOS Grossing,https://www.appannie.com/apps/ios/app/extreme-sport-fishing-3d-game/details/,Rank gainer,2020-06-29 18:57:56
126,324,Thug Life Game,Chobolabs,IOS Grossing,https://www.appannie.com/apps/ios/app/thug-life-game/details/,Rank gainer,2020-06-29 18:57:57
128,166,CBS - Full Episodes & Live TV,CBS Interactive,IOS Grossing,https://www.appannie.com/apps/ios/app/530168168/details/,Rank gainer,2020-06-29 18:57:59
129,195,Epic Seven,Smilegate Megaport,IOS Grossing,https://www.appannie.com/apps/ios/app/epigsebeun/details/,Rank gainer,2020-06-29 18:58:00
131,144,Yubo: Find Friends Livestream,Twelve APP,IOS Grossing,https://www.appannie.com/apps/ios/app/yellow-make-friends-for-snapchat/details/,Rank gainer,2020-06-29 18:58:02
135,162,Dragon City Mobile,Social Point,IOS Grossing,https://www.appannie.com/apps/ios/app/dragon-city-mobile/details/,Rank gainer,2020-06-29 18:58:03
136,177,BET+,BET Networks,IOS Grossing,https://www.appannie.com/apps/ios/app/1456618978/details/,Rank gainer,2020-06-29 18:58:04
142,161,Pantaya,Pantaya,IOS Grossing,https://www.appannie.com/apps/ios/app/pantaya/details/,Rank gainer,2020-06-29 18:58:06
144,220,Monster Legends,Social Point,IOS Grossing,https://www.appannie.com/apps/ios/app/monster-legends-mobile/details/,Rank gainer,2020-06-29 18:58:07
149,233,Fitbit: Health & Fitness,Fitbit,IOS Grossing,https://www.appannie.com/apps/ios/app/fitbit/details/,Rank gainer,2020-06-29 18:58:09
153,209,Hit it Rich! Casino Slots Game,Zynga,IOS Grossing,https://www.appannie.com/apps/ios/app/hit-it-rich-free-casino-slots/details/,Rank gainer,2020-06-29 18:58:10
155,174,Billionaire Casino Slots 777,Huuuge Games,IOS Grossing,https://www.appannie.com/apps/ios/app/texas-holdem-poker-by-huuuge/details/,Rank gainer,2020-06-29 18:58:11
160,181,NOAA Weather Radar Live,Apalon,IOS Grossing,https://www.appannie.com/apps/ios/app/noaa-weather-radar-live-doppler-radars-with-national-weather-forecast-maps/details/,Rank gainer,2020-06-29 18:58:13
164,187,Zynga Poker - Texas Holdem,Zynga,IOS Grossing,https://www.appannie.com/apps/ios/app/zynga-poker-texas-holdem/details/,Rank gainer,2020-06-29 18:58:14
165,225,"SHOWTIME: TV, Movies and More",Showtime Networks,IOS Grossing,https://www.appannie.com/apps/ios/app/996246479/details/,Rank gainer,2020-06-29 18:58:16
172,239,World War Rising,MZ,IOS Grossing,https://www.appannie.com/apps/ios/app/world-war-rising/details/,Rank gainer,2020-06-29 18:58:17
174,212,Double Win Slots Casino Game,Barns Entertainment,IOS Grossing,https://www.appannie.com/apps/ios/app/doublewin-slots-casino-games/details/,Rank gainer,2020-06-29 18:58:19
177,241,Dragon Raja,Archosaur Games,IOS Grossing,https://www.appannie.com/apps/ios/app/dragon-raja-2/details/,Rank gainer,2020-06-29 18:58:20
181,198,Scanner App: PDF Document Scan,BPMobile,IOS Grossing,https://www.appannie.com/apps/ios/app/iscanner-free-mobile-pdf-scanner/details/,Rank gainer,2020-06-29 18:58:21
183,250,Army Men Strike: Toy Soldiers,Volcano Force,IOS Grossing,https://www.appannie.com/apps/ios/app/army-men-strike/details/,Rank gainer,2020-06-29 18:58:23
185,290,Texas Hold'em Poker: Pokerist,KamaGames,IOS Grossing,https://www.appannie.com/apps/ios/app/texas-poker/details/,Rank gainer,2020-06-29 18:58:24
189,214,Game of War - Fire Age,MZ,IOS Grossing,https://www.appannie.com/apps/ios/app/game-of-war-fire-age/details/,Rank gainer,2020-06-29 18:58:26
196,280,Skout — Meet New People,Skout,IOS Grossing,https://www.appannie.com/apps/ios/app/skout-meet-chat-friend/details/,Rank gainer,2020-06-29 18:58:27
199,231,Prison Empire Tycoon－Idle Game,Codigames,IOS Grossing,https://www.appannie.com/apps/ios/app/prison-empire-tycoon-idle-game/details/,Rank gainer,2020-06-29 18:58:29
200,216,Who -- Call&Chat,Scorp,IOS Grossing,https://www.appannie.com/apps/ios/app/who-sesli-goruntulu-sohbet/details/,Rank gainer,2020-06-29 18:58:30
203,215,RoboKiller: Block Spam Calls,TelTech,IOS Grossing,https://www.appannie.com/apps/ios/app/robokiller/details/,Rank gainer,2020-06-29 18:58:31
207,275,The New York Times,NY Times,IOS Grossing,https://www.appannie.com/apps/ios/app/nytimes-breaking-national/details/,Rank gainer,2020-06-29 18:58:33
210,254,Pixel Gun 3D: Fun PvP Shooter,PixelGun Company,IOS Grossing,https://www.appannie.com/apps/ios/app/pixel-gun-3d/details/,Rank gainer,2020-06-29 18:58:34
211,269,GameChanger Baseball Softball,GameChanger Media,IOS Grossing,https://www.appannie.com/apps/ios/app/gamechanger-baseball-softball-basketball-scorekeeper/details/,Rank gainer,2020-06-29 18:58:36
214,245,Animal Crossing: Pocket Camp,Nintendo,IOS Grossing,https://www.appannie.com/apps/ios/app/animal-crossing-pocket-camp/details/,Rank gainer,2020-06-29 18:58:37
216,253,Bingo Bash: Online Bingo Games,Bash Gaming,IOS Grossing,https://www.appannie.com/apps/ios/app/bingo-bashtm-fun-bingo-slots-featuring-wheel-of-fortune-bingo-and-more/details/,Rank gainer,2020-06-29 18:58:39
218,261,Rise of Empires: Fire and War,Long Tech Network,IOS Grossing,https://www.appannie.com/apps/ios/app/rise-of-empire-2/details/,Rank gainer,2020-06-29 18:58:40
221,238,Candy Crush Jelly Saga,King,IOS Grossing,https://www.appannie.com/apps/ios/app/candy-crush-jelly-saga/details/,Rank gainer,2020-06-29 18:58:42
223,258,Random Dice : PvP Defense,111%,IOS Grossing,https://www.appannie.com/apps/ios/app/royal-dice-2/details/,Rank gainer,2020-06-29 18:58:43
224,276,Chispa - Dating for Latinos,Match Group,IOS Grossing,https://www.appannie.com/apps/ios/app/chispa-dating/details/,Rank gainer,2020-06-29 18:58:44
225,242,Muscle Booster Workout Tracker,A.L. Amazing,IOS Grossing,https://www.appannie.com/apps/ios/app/muscle-booster-workout-planner/details/,Rank gainer,2020-06-29 18:58:46
226,240,"Badoo — Dating, Chats, Friends",Badoo,IOS Grossing,https://www.appannie.com/apps/ios/app/badoo-meet-new-people-chat-2/details/,Rank gainer,2020-06-29 18:58:47
227,256,PokerBROS,Beyond Games,IOS Grossing,https://www.appannie.com/apps/ios/app/pokerbros/details/,Rank gainer,2020-06-29 18:58:48
232,303,HotspotShield VPN & Wifi Proxy,AnchorFree,IOS Grossing,https://www.appannie.com/apps/ios/app/hotspot-shield-vpn-for-iphone/details/,Rank gainer,2020-06-29 18:58:50
233,294,88 Fortunes Slots Casino Games,Williams Interactive,IOS Grossing,https://www.appannie.com/apps/ios/app/88-fortunes-casino-slots-free/details/,Rank gainer,2020-06-29 18:58:52
234,319,Philo,Philo,IOS Grossing,https://www.appannie.com/apps/ios/app/philo-2/details/,Rank gainer,2020-06-29 18:58:53
236,272,Instasize Photo Editor + Video,Instasize,IOS Grossing,https://www.appannie.com/apps/ios/app/instasize-post-entire-photos-on-social-media/details/,Rank gainer,2020-06-29 18:58:54
237,251,Family Island — Farm game,Melesta,IOS Grossing,https://www.appannie.com/apps/ios/app/family-island-farm-game/details/,Rank gainer,2020-06-29 18:58:56
242,296,SimCity BuildIt,Electronic Arts,IOS Grossing,https://www.appannie.com/apps/ios/app/simcity-buildit/details/,Rank gainer,2020-06-29 18:58:57
243,310,Injustice 2,Warner Bros,IOS Grossing,https://www.appannie.com/apps/ios/app/injustice-2/details/,Rank gainer,2020-06-29 18:58:58
245,277,Golf Rival,Word Find,IOS Grossing,https://www.appannie.com/apps/ios/app/golf-rival/details/,Rank gainer,2020-06-29 18:59:00
246,260,Disney Magic Kingdoms,Gameloft,IOS Grossing,https://www.appannie.com/apps/ios/app/disney-magic-kingdoms/details/,Rank gainer,2020-06-29 18:59:01
247,257,Cooking Craze: Restaurant Game,Big Fish Games,IOS Grossing,https://www.appannie.com/apps/ios/app/cooking-craze/details/,Rank gainer,2020-06-29 18:59:03
248,278,Mobile Strike,Epic War,IOS Grossing,https://www.appannie.com/apps/ios/app/mobile-strike/details/,Rank gainer,2020-06-29 18:59:04
251,385,MONOPOLY Slots - Casino Games,Williams Interactive,IOS Grossing,https://www.appannie.com/apps/ios/app/monopoly-slots/details/,Rank gainer,2020-06-29 18:59:06
253,274,Sweet Escapes: Build A Bakery,Redemption Games,IOS Grossing,https://www.appannie.com/apps/ios/app/sweet-escapes/details/,Rank gainer,2020-06-29 18:59:07
254,316,"AllTrails: Hike, Bike & Run",AllTrails,IOS Grossing,https://www.appannie.com/apps/ios/app/alltrails-hiking-mountain/details/,Rank gainer,2020-06-29 18:59:08
255,286,Clover Dating App,Clover Inc.,IOS Grossing,https://www.appannie.com/apps/ios/app/clover-dating-app/details/,Rank gainer,2020-06-29 18:59:10
260,282,Gummy Drop! Match 3 Puzzles,Big Fish Games,IOS Grossing,https://www.appannie.com/apps/ios/app/gummy-drop-2/details/,Rank gainer,2020-06-29 18:59:11
261,283,Hud™ - #1 Hookup App,C & Z Tech,IOS Grossing,https://www.appannie.com/apps/ios/app/hook-up-dating-casual-nsa-dating-app-find-secret-fwb/details/,Rank gainer,2020-06-29 18:59:13
263,291,Mortal Kombat,Warner Bros,IOS Grossing,https://www.appannie.com/apps/ios/app/mortal-kombat-x/details/,Rank gainer,2020-06-29 18:59:14
265,284,ASHLEY MADISON: Life Is Short.,Avid Life Media,IOS Grossing,https://www.appannie.com/apps/ios/app/ashley-madison/details/,Rank gainer,2020-06-29 18:59:15
267,340,Spades Royale - Best Card Game,Beach Bum,IOS Grossing,https://www.appannie.com/apps/ios/app/spades-royale-1-card-game/details/,Rank gainer,2020-06-29 18:59:17
268,287,SlideShow Maker Photo to Video,Free photo video editor and picture movie editing,IOS Grossing,https://www.appannie.com/apps/ios/app/show-off-mix-photos-videos/details/,Rank gainer,2020-06-29 18:59:18
270,373,Wild Classic Slots™ Casino,Blowfire,IOS Grossing,https://www.appannie.com/apps/ios/app/wild-classic-vegas-slots-casino-free-las-vegas-slots-machine-games/details/,Rank gainer,2020-06-29 18:59:20
274,384,Ancestry - Family History,Ancestry.com,IOS Grossing,https://www.appannie.com/apps/ios/app/ancestry/details/,Rank gainer,2020-06-29 18:59:21
275,357,Kiss of War,Tap4Fun,IOS Grossing,https://www.appannie.com/apps/ios/app/1465860096/details/,Rank gainer,2020-06-29 18:59:23
276,312,"Azar - Video Chat, Discover",Hyperconnect,IOS Grossing,https://www.appannie.com/apps/ios/app/azar-video-chat-call-messenger/details/,Rank gainer,2020-06-29 18:59:24
278,311,Adobe Lightroom Photo Editor,Adobe,IOS Grossing,https://www.appannie.com/apps/ios/app/adobe-lightroom-for-iphone/details/,Rank gainer,2020-06-29 18:59:25
282,347,Love Island The Romance Game,Fusebox,IOS Grossing,https://www.appannie.com/apps/ios/app/love-island-the-game/details/,Rank gainer,2020-06-29 18:59:27
283,314,Cricut Design Space,Provo Craft & Novelty,IOS Grossing,https://www.appannie.com/apps/ios/app/cricut-design-space-design/details/,Rank gainer,2020-06-29 18:59:29
293,383,Brutal Age: Horde Invasion,Tap4Fun,IOS Grossing,https://www.appannie.com/apps/ios/app/brutal-age-horde-invasion/details/,Rank gainer,2020-06-29 18:59:30
294,387,Kiddopia - ABC Toddler Games,Paper Boat,IOS Grossing,https://www.appannie.com/apps/ios/app/kiddopia-early-learning-adventures/details/,Rank gainer,2020-06-29 18:59:32
295,365,Noggin Preschool Learning App,Nickelodeon,IOS Grossing,https://www.appannie.com/apps/ios/app/noggin-preschool-shows-educational/details/,Rank gainer,2020-06-29 18:59:33
299,343,Party in my Dorm: College Game,A Thinking Ape,IOS Grossing,https://www.appannie.com/apps/ios/app/party-in-my-dorm-i-love-college/details/,Rank gainer,2020-06-29 18:59:35
300,436,CamScanner-PDF Scanner App,IntSig,IOS Grossing,https://www.appannie.com/apps/ios/app/camscanner-free-pdf-document/details/,Rank gainer,2020-06-29 18:59:38
302,320,Wynn Slots - Las Vegas Casino,Wynn Social,IOS Grossing,https://www.appannie.com/apps/ios/app/wynn-slots/details/,Rank gainer,2020-06-29 18:59:39
304,339,Fishbrain - Fishing App,FishBrain,IOS Grossing,https://www.appannie.com/apps/ios/app/fishbrain-social-fishing-forecast/details/,Rank gainer,2020-06-29 18:59:41
308,321,The Wizard of Oz Magic Match 3,Zynga,IOS Grossing,https://www.appannie.com/apps/ios/app/the-wizard-of-oz-magic-match/details/,Rank gainer,2020-06-29 18:59:42
309,323,Slot Machines 777 - Slots Era,Murka,IOS Grossing,https://www.appannie.com/apps/ios/app/slots-era-free-casino-slot/details/,Rank gainer,2020-06-29 18:59:44
311,334,Viki: Asian TV Dramas & Movies,Viki,IOS Grossing,https://www.appannie.com/apps/ios/app/viki-watch-free-tv-movies/details/,Rank gainer,2020-06-29 18:59:45
318,335,Exos Heroes,LINE Games,IOS Grossing,https://www.appannie.com/apps/ios/app/exos-heroes/details/,Rank gainer,2020-06-29 18:59:46
319,446,Magisto Video Editor,Magisto,IOS Grossing,https://www.appannie.com/apps/ios/app/magisto-magical-video-editor/details/,Rank gainer,2020-06-29 18:59:48
321,389,WGT Golf,WGT,IOS Grossing,https://www.appannie.com/apps/ios/app/wgt-golf-mobile/details/,Rank gainer,2020-06-29 18:59:49
323,368,Blaze of Battle,Leyi Network,IOS Grossing,https://www.appannie.com/apps/ios/app/blaze-of-battle/details/,Rank gainer,2020-06-29 18:59:51
324,487,Boom Beach,Supercell,IOS Grossing,https://www.appannie.com/apps/ios/app/boom-beach/details/,Rank gainer,2020-06-29 18:59:52
325,336,NBA 2K Mobile Basketball,2K Games,IOS Grossing,https://www.appannie.com/apps/ios/app/nba-2k-mobile-basketball/details/,Rank gainer,2020-06-29 18:59:53
327,353,VRV - Different All Together,Ellation,IOS Grossing,https://www.appannie.com/apps/ios/app/vrv-anime-game-videos-more/details/,Rank gainer,2020-06-29 18:59:55
328,404,Looney Tunes™ World of Mayhem,Scopely,IOS Grossing,https://www.appannie.com/apps/ios/app/looney-tunes/details/,Rank gainer,2020-06-29 18:59:56
329,363,Word Crush - Fun Puzzle Game,Fotoable,IOS Grossing,https://www.appannie.com/apps/ios/app/word-crush-fun-puzzle-game/details/,Rank gainer,2020-06-29 18:59:58
333,356,Tennis Clash: Online League,Wildlife Studios,IOS Grossing,https://www.appannie.com/apps/ios/app/match-point-rise-your-game/details/,Rank gainer,2020-06-29 18:59:59
335,386,Fitness Coach,Luni,IOS Grossing,https://www.appannie.com/apps/ios/app/workout-fitness-4/details/,Rank gainer,2020-06-29 19:00:00
338,359,Cooking Fever,Nordcurrent,IOS Grossing,https://www.appannie.com/apps/ios/app/cooking-fever/details/,Rank gainer,2020-06-29 19:00:02
341,351,Scrabble® GO - New Word Game,Scopely,IOS Grossing,https://www.appannie.com/apps/ios/app/spelling-games-2/details/,Rank gainer,2020-06-29 19:00:03
342,419,Walking Dead: Road to Survival,Scopely,IOS Grossing,https://www.appannie.com/apps/ios/app/walking-dead-road-to-survival/details/,Rank gainer,2020-06-29 19:00:05
343,381,Weather - The Weather Channel,The Weather Company,IOS Grossing,https://www.appannie.com/apps/ios/app/the-weather-channel-and-weathercom-local-forecasts-radar-and-storm-tracking/details/,Rank gainer,2020-06-29 19:00:06
345,366,Parchisi STAR,Gameberry,IOS Grossing,https://www.appannie.com/apps/ios/app/parcheesi-star/details/,Rank gainer,2020-06-29 19:00:07
348,430,HOMER Reading: Learn to Read,LearnWithHomer,IOS Grossing,https://www.appannie.com/apps/ios/app/learn-homer-reading-educational/details/,Rank gainer,2020-06-29 19:00:09
353,402,QR Code Reader ·,TinyLab,IOS Grossing,https://www.appannie.com/apps/ios/app/qr-code-4/details/,Rank gainer,2020-06-29 19:00:11
354,418,Bazaart Photo Editor & Design,Bazaart,IOS Grossing,https://www.appannie.com/apps/ios/app/bazaart-magical-photo-collage/details/,Rank gainer,2020-06-29 19:00:12
356,393,Offroad Outlaws,Autonoma,IOS Grossing,https://www.appannie.com/apps/ios/app/offroad-outlaws/details/,Rank gainer,2020-06-29 19:00:13
357,468,World of Tanks Blitz MMO,Wargaming.net,IOS Grossing,https://www.appannie.com/apps/ios/app/world-of-tanks-blitz/details/,Rank gainer,2020-06-29 19:00:15
361,371,Rock N' Cash Casino Slots,Flysher,IOS Grossing,https://www.appannie.com/apps/ios/app/rock-n-cash-casino-slots-free-vegas-slot-machine/details/,Rank gainer,2020-06-29 19:00:17
362,394,Castle Clash: Guild Royale,IGG,IOS Grossing,https://www.appannie.com/apps/ios/app/castle-clash-by-igg/details/,Rank gainer,2020-06-29 19:00:18
363,390,FarmVille 2: Country Escape,Zynga,IOS Grossing,https://www.appannie.com/apps/ios/app/farmville-2-country-escape/details/,Rank gainer,2020-06-29 19:00:20
364,500,Legend of the phoenix,Modo,IOS Grossing,https://www.appannie.com/apps/ios/app/legend-of-the-phoenix/details/,Rank gainer,2020-06-29 19:00:21
367,434,Jurassic World™: The Game,Ludia,IOS Grossing,https://www.appannie.com/apps/ios/app/jurassic-world-the-game/details/,Rank gainer,2020-06-29 19:00:22
372,471,D-MEN：The Defenders,Onemena,IOS Grossing,https://www.appannie.com/apps/ios/app/ultimate-war-hero-td-game/details/,Rank gainer,2020-06-29 19:00:24
373,482,Yousician - Your Music Teacher,Ovelin,IOS Grossing,https://www.appannie.com/apps/ios/app/yousician-guitar-ultimate/details/,Rank gainer,2020-06-29 19:00:25
376,453,Slots - Classic Vegas Casino,ME2ZEN,IOS Grossing,https://www.appannie.com/apps/ios/app/slots-classic-vegas-casino/details/,Rank gainer,2020-06-29 19:00:27
386,403,انتقام السلاطين,Onemt,IOS Grossing,https://www.appannie.com/apps/ios/app/antqam-alslatyn/details/,Rank gainer,2020-06-29 19:00:28
388,400,Nebula: Horoscope & Astrology,Genesis Media,IOS Grossing,https://www.appannie.com/apps/ios/app/nebula-horoscope-astrology/details/,Rank gainer,2020-06-29 19:00:30
389,442,AirBrush - Best Photo Editor,Meitu,IOS Grossing,https://www.appannie.com/apps/ios/app/airbrush-best-selfie-and-photo-editor-for-free/details/,Rank gainer,2020-06-29 19:00:31
392,454,Shop Titans: Craft & Build,Kabam,IOS Grossing,https://www.appannie.com/apps/ios/app/shopkeeper-quest/details/,Rank gainer,2020-06-29 19:00:32
393,420,Beachbody® On Demand,Beachbody,IOS Grossing,https://www.appannie.com/apps/ios/app/beachbody-on-demand/details/,Rank gainer,2020-06-29 19:00:34
395,456,Best VPN Proxy Betternet,Betternet,IOS Grossing,https://www.appannie.com/apps/ios/app/unlimited-free-vpn-by-betternet/details/,Rank gainer,2020-06-29 19:00:35
403,428,Secret Photo Vault - Keepsafe,KeepSafe,IOS Grossing,https://www.appannie.com/apps/ios/app/keep-safe-private-photo-vault-hide-photos-lock-videos-secret-lock-albums-with-passwords/details/,Rank gainer,2020-06-29 19:00:37
408,477,Arknights,Yostar,IOS Grossing,https://www.appannie.com/apps/ios/app/arknights/details/,Rank gainer,2020-06-29 19:00:38
410,445,QuickBooks Accounting,Intuit,IOS Grossing,https://www.appannie.com/apps/ios/app/quickbooks-online/details/,Rank gainer,2020-06-29 19:00:39
